1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,-2.792351341415999,1,1,1,1,1
1,1,1,1,1,1,1,-2.7924271895805473,67.0310835477377,1,1,-2.7927305952494277,1,1,1,1
1,95.29303957534128,1,1,1,1,1,-2.650032392368847,1,1,-2.792654743154972,1,1,1,1,1
1,1,1,1,1,1,-2.463833003440032,-2.7112402678604743,1,1,1,1,1,1,1,1
1,1,-3.2368784675778017,-3.3926687942923373,1,1,1,1,1,1,1,1,1,1,1,-3.2369208343737816
1,1,1,1,1,1,1,1,1,1,-8.311194856687855,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,-2.5331713938719553,-4.460705841427368,1,1,1,1,1,1,1,1,1,-2.8518606269249314,1,1
1,1,1,1,1,1,1,1,-2.533666074944462,-2.851822108296122,1,-4.460815057151819,1,-2.8519761828607333,1,-4.460869665879087
1,1,1,1,-3.3599776483655255,1,1,1,-2.851668037744459,-2.851937665270502,-2.499730032419082,1,1,1,1,1
1,1,1,1,1,1,1,-2.8517450722607296,1,-10.299296791816747,1,1,1,1,1,1
1,-3.441477195777633,-4.29243212867149,1,1,1,1,-4.312422355654005,1,1,-4.292537978906855,1,1,1,-4.314441469852134,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,-4.085413570268512,1,1,1
1,1,1,-4.493666123328196,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,-2.7215347082081847,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98.76606725605981,1,-2.7870078651854993,-3.5283929543177788,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,-4.105445524722134,1,1,1,1,1,1,1,1,-2.533524730421651,1,1,1,1,1
1,1,1,1,1,1,1,1,1,-2.607539581564277,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-2.5343375366505088,1,1,1,-3.4426765650540965,1,1,1,-4.043423838441518,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,-2.499660038166793,1,1,1,-2.4190260002875386,1
1,-4.406803169252965,1,1,1,1,1,1,-2.5335954019961373,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,-2.4995550474229917,1,1,-2.4995900453159963
1,1,1,1,1,1,1,1,1,-3.615670828979394,1,-5.999058538056282,1,-2.553190412813892,1,1
1,1,1,-4.22585194684427,-4.225277131871444,1,1,1,-2.5531548808888513,1,1,1,-4.250418876746308,1,-3.6157169835211915,-4.2504713844495985
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-3.2082436211612286,-3.2346758524911317,1,1,1,1,-3.7451704505926937,1,1,1,1,-9.038634697953682,1,1,1,-4.226531355154988
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-4.464584338670871,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,-2.721720790526026,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-3.6152554352208153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,-4.291320829063551,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,-3.6154400474256647,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,-4.2930143311125795,1,1,1,1,1
1,1,1,1,1,-3.4434763202806407,1,1,1,1,1,1,1,1,1,1
