1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
0.5295672254512485,91.75391367940189,96.14201040228079,1,1,0.37417376578232314,0.30450905184819244,0.18407249788591815,0.07439979132164479
1,1,1,1,1,1,1,1,1
100.00532550547557,1,100.48910774946106,99.4875002440955,1,0.22874979967355488,1,0.06924654364658564,0.11787912149306867
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,0.5001343750466837,0.507996474081122,1,0.5244989580282016,1,1,1,0.2645826736597031
1,1,1,1,1,1,1,1,1
1,0.5417549636881216,1,1,1,0.22864737289151307,1,1,0.13882134497932191
0.5321559259988097,1,0.2967361779350759,1,1,0.12065143716759197,1,0.09807429372338114,0.33032883414495817
1,1,1,1,1,1,1,1,1
1,0.50043813852775,1,1,1,0.2807095107737687,1,0.3300663675144272,0.1353886960249544
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,0.5094868495980767,1,1,0.2830072695960064,0.3922134208189928,0.18512134030036215,0.16961610909578292
1,1,1,1,1,1,1,1,1
1,1,0.08352711379544107,1,1,0.5083204957857566,1,0.20251700700559633,1
1,1,0.5004279970100058,1,0.25574465930186596,0.42153498880848084,1,1,0.21116599235025518
1,1,1,1,1,1,1,1,1
1,0.5189202392452793,0.5631626054924332,1,1,0.16868881694622928,1,1,0.5067293093345367
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,0.5313571024098913,1,1,1,0.3556462777321946,1
1,1,1,1,1,1,1,1,1
1,1,95.52294587388651,1,1,0.3024326201030364,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0.18812922406713184,1,1
1,1,1,1,1,1,1,1,1
1,1,0.541486353267484,1,0.5634573713859333,0.5000210187432026,1,0.5298950030152569,1
1,0.5298226012347239,1,0.28591684313974086,1,0.27564483682569463,0.2904605271301348,0.2515116843084103,0.2218453873894614
1,1,1,1,1,1,1,1,1
1,1,0.34996069477166536,1,0.521006476251995,1,1,1,0.14605870089260836
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,0.5267716361091568,1,1,0.2357638600949925,1,0.18038965981607208,0.20557894277749933
1,1,1,1,1,1,1,1,1
0.512924040463508,1,0.5288167572691234,0.26030130730907985,1,0.0798550433383201,1,1,0.2744265378837419
1,0.5349034296266794,0.34262885645976016,1,0.5317140724494827,0.31850563458664727,1,1,0.5083185290628228
1,1,1,1,1,1,1,1,1
1,1,1,1,1,0.25826671465823947,0.2578206539648941,1,0.37030621547721587
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
